,home_team,home_goals,away_goals,away_team,wcm,dif_inter_match,dif_inter_match_won,dif_inter_match_lost,dif_inter_match_tie,dif_inter_goals_sco,dif_inter_goals_con,dif_wc_match,dif_wc_match_won,dif_wc_match_lost,dif_wc_match_tied,dif_wc_goals_sco,dif_wc_goals_con,status
17068,Yugoslavia,5,0,Colombia,1,-109.0,-27.0,-45.0,-37.0,10.0,-91.0,15.0,7.0,3.0,5.0,28.0,16.0,1
17069,Mexico,3,1,Czechoslovakia,1,687.0,371.0,159.0,157.0,1223.0,644.0,27.0,5.0,13.0,9.0,16.0,53.0,1
17070,England,0,0,Bulgaria,1,762.0,507.0,78.0,177.0,1953.0,578.0,43.0,26.0,4.0,13.0,69.0,11.0,2
17071,Italy,3,0,Switzerland,1,-438.0,-120.0,-259.0,-59.0,-595.0,-936.0,46.0,33.0,0.0,13.0,78.0,13.0,1
17072,Chile,2,1,Russia,1,171.0,11.0,131.0,29.0,130.0,384.0,-12.0,-8.0,-1.0,-3.0,-37.0,-5.0,1
17073,Brazil,3,1,England,1,-68.0,13.0,-39.0,-42.0,-192.0,-145.0,40.0,44.0,-1.0,-3.0,138.0,41.0,1
17074,Czechoslovakia,1,0,Hungary,1,-115.0,-38.0,-59.0,-18.0,-233.0,-280.0,-2.0,-4.0,0.0,2.0,-43.0,-12.0,1
17075,Yugoslavia,1,0,Germany,1,-712.0,-438.0,-126.0,-148.0,-1676.0,-748.0,-72.0,-51.0,-9.0,-12.0,-166.0,-79.0,1
17076,Czechoslovakia,3,1,Yugoslavia,1,16.0,12.0,-1.0,5.0,2.0,-28.0,-7.0,-5.0,1.0,-3.0,-16.0,-1.0,1
17077,Chile,2,4,Brazil,1,-508.0,-483.0,64.0,-89.0,-1560.0,-133.0,-76.0,-62.0,-3.0,-11.0,-189.0,-56.0,3
17078,Chile,1,0,Yugoslavia,1,238.0,28.0,149.0,61.0,137.0,412.0,-4.0,-5.0,2.0,-1.0,-20.0,3.0,1
17079,Brazil,3,1,Czechoslovakia,1,730.0,499.0,86.0,145.0,1695.0,573.0,79.0,62.0,4.0,13.0,185.0,60.0,1
17080,England,0,0,Uruguay,1,115.0,190.0,-93.0,18.0,839.0,-114.0,13.0,5.0,-1.0,9.0,4.0,-10.0,2
17081,Germany,5,0,Switzerland,1,79.0,223.0,-153.0,9.0,807.0,-307.0,72.0,55.0,5.0,12.0,176.0,61.0,1
17082,Brazil,2,0,Bulgaria,1,694.0,520.0,39.0,135.0,1761.0,433.0,83.0,70.0,3.0,10.0,207.0,52.0,1
17083,Russia,3,0,North Korea,1,146.0,67.0,36.0,43.0,247.0,183.0,38.0,18.0,11.0,9.0,71.0,33.0,1
17084,France,1,1,Mexico,1,-58.0,-48.0,15.0,-25.0,-87.0,175.0,9.0,18.0,-8.0,-1.0,60.0,-21.0,2
17085,Portugal,3,1,Hungary,1,323.0,184.0,54.0,85.0,515.0,186.0,-2.0,-1.0,-4.0,3.0,-38.0,-22.0,1
17086,Argentina,2,1,Spain,1,264.0,109.0,74.0,81.0,373.0,371.0,18.0,13.0,5.0,0.0,38.0,21.0,1
17087,Italy,2,0,Chile,1,-43.0,67.0,-129.0,19.0,137.0,-293.0,50.0,34.0,2.0,14.0,88.0,28.0,1
17088,Uruguay,2,1,France,1,54.0,-27.0,44.0,37.0,-88.0,13.0,-10.0,-10.0,1.0,-1.0,-33.0,-3.0,1
17089,Spain,2,1,Switzerland,1,-129.0,112.0,-220.0,-21.0,194.0,-737.0,26.0,18.0,1.0,7.0,49.0,8.0,1
17090,Hungary,3,1,Brazil,1,-615.0,-461.0,-27.0,-127.0,-1462.0,-293.0,-77.0,-58.0,-4.0,-15.0,-142.0,-48.0,1
17091,North Korea,1,1,Chile,1,-317.0,-78.0,-167.0,-72.0,-377.0,-567.0,-26.0,-10.0,-10.0,-6.0,-34.0,-28.0,2
17092,Portugal,3,0,Bulgaria,1,402.0,243.0,66.0,93.0,814.0,326.0,4.0,11.0,-5.0,-2.0,27.0,-18.0,1
17093,Germany,0,0,Argentina,1,-56.0,2.0,-7.0,-51.0,240.0,59.0,28.0,24.0,-1.0,5.0,89.0,32.0,2
17094,Russia,1,0,Italy,1,-128.0,-78.0,-2.0,-48.0,-267.0,-91.0,-38.0,-26.0,-1.0,-11.0,-51.0,-23.0,1
17095,England,2,0,Mexico,1,111.0,115.0,-34.0,30.0,664.0,74.0,12.0,13.0,-8.0,7.0,31.0,-34.0,1
17096,Uruguay,0,0,Mexico,1,-4.0,-75.0,59.0,12.0,-175.0,188.0,-1.0,8.0,-7.0,-2.0,27.0,-24.0,2
17097,Argentina,2,0,Switzerland,1,135.0,221.0,-146.0,60.0,567.0,-366.0,44.0,31.0,6.0,7.0,87.0,29.0,1
17098,Portugal,3,1,Brazil,1,-292.0,-277.0,27.0,-42.0,-947.0,-107.0,-79.0,-59.0,-8.0,-12.0,-180.0,-70.0,1
17099,North Korea,1,0,Italy,1,-274.0,-145.0,-38.0,-91.0,-514.0,-274.0,-76.0,-44.0,-12.0,-20.0,-122.0,-56.0,1
17100,England,2,0,France,1,169.0,163.0,-49.0,55.0,751.0,-101.0,3.0,-5.0,0.0,8.0,-29.0,-13.0,1
17101,Hungary,3,1,Bulgaria,1,79.0,59.0,12.0,8.0,299.0,140.0,6.0,12.0,-1.0,-5.0,65.0,4.0,1
17102,Germany,2,1,Spain,1,208.0,111.0,67.0,30.0,613.0,430.0,46.0,37.0,4.0,5.0,127.0,53.0,1
17103,Russia,2,1,Chile,1,-171.0,-11.0,-131.0,-29.0,-130.0,-384.0,12.0,8.0,1.0,3.0,37.0,5.0,1
17104,England,1,0,Argentina,1,46.0,62.0,-9.0,-7.0,453.0,1.0,-12.0,-14.0,-4.0,6.0,-46.0,-29.0,1
17105,Germany,4,0,Uruguay,1,13.0,130.0,-91.0,-26.0,626.0,-56.0,53.0,43.0,2.0,8.0,139.0,51.0,1
17106,Russia,2,1,Hungary,1,-64.0,-33.0,-40.0,9.0,-228.0,-224.0,13.0,4.0,2.0,7.0,-10.0,-3.0,1
17107,Portugal,5,3,North Korea,1,533.0,284.0,130.0,119.0,990.0,593.0,23.0,13.0,5.0,5.0,43.0,14.0,1
17108,Germany,2,1,Russia,1,645.0,421.0,108.0,116.0,1669.0,720.0,64.0,48.0,6.0,10.0,149.0,71.0,1
17109,England,2,1,Portugal,1,360.0,264.0,12.0,84.0,1139.0,252.0,39.0,15.0,9.0,15.0,42.0,29.0,1
17110,Portugal,2,1,Russia,1,387.0,217.0,94.0,76.0,743.0,410.0,-15.0,-5.0,-6.0,-4.0,-28.0,-19.0,1
17111,England,4,2,Germany,1,102.0,60.0,-2.0,44.0,213.0,-58.0,-40.0,-38.0,-3.0,1.0,-135.0,-61.0,1
17112,Mexico,0,0,Russia,1,636.0,366.0,140.0,130.0,1218.0,588.0,12.0,-3.0,11.0,4.0,-17.0,44.0,2
17113,Uruguay,2,0,Israel,1,720.0,353.0,193.0,174.0,1225.0,805.0,53.0,24.0,19.0,10.0,86.0,71.0,1
17114,Peru,3,2,Bulgaria,1,76.0,13.0,46.0,17.0,58.0,95.0,-8.0,2.0,-5.0,-5.0,-1.0,-20.0,1
17115,England,1,0,Romania,1,780.0,509.0,104.0,167.0,1970.0,653.0,48.0,21.0,11.0,16.0,61.0,32.0,1
17116,Italy,1,0,Sweden,1,-14.0,20.0,-66.0,32.0,3.0,-177.0,32.0,26.0,-2.0,8.0,48.0,4.0,1
17117,Germany,2,1,Morocco,1,317.0,236.0,55.0,26.0,1163.0,549.0,93.0,65.0,13.0,15.0,212.0,103.0,1
17118,Brazil,4,1,Czechoslovakia,1,730.0,499.0,86.0,145.0,1695.0,573.0,79.0,62.0,4.0,13.0,185.0,60.0,1
17119,Belgium,3,0,El Salvador,1,602.0,313.0,154.0,135.0,1253.0,823.0,42.0,20.0,13.0,9.0,67.0,50.0,1
17120,Uruguay,0,0,Italy,1,504.0,213.0,197.0,94.0,776.0,685.0,-27.0,-21.0,3.0,-9.0,-41.0,-3.0,2
17121,Peru,3,0,Morocco,1,-267.0,-198.0,21.0,-90.0,-519.0,8.0,2.0,3.0,1.0,-2.0,7.0,11.0,1
17122,Romania,2,1,Czechoslovakia,1,18.0,-23.0,21.0,20.0,-83.0,65.0,-9.0,-3.0,-6.0,0.0,-14.0,-13.0,1
17123,Russia,4,1,Belgium,1,-525.0,-250.0,-183.0,-92.0,-1053.0,-867.0,-3.0,-1.0,-3.0,1.0,9.0,-18.0,1
17124,Sweden,1,1,Israel,1,230.0,120.0,62.0,48.0,446.0,297.0,48.0,19.0,18.0,11.0,79.0,70.0,2
17125,Germany,5,2,Bulgaria,1,660.0,447.0,80.0,133.0,1740.0,636.0,83.0,64.0,7.0,12.0,204.0,72.0,1
17126,Brazil,1,0,England,1,-68.0,13.0,-39.0,-42.0,-192.0,-145.0,40.0,44.0,-1.0,-3.0,138.0,41.0,1
17127,Mexico,4,0,El Salvador,1,713.0,429.0,111.0,173.0,1418.0,544.0,51.0,16.0,21.0,14.0,59.0,76.0,1
17128,Sweden,1,0,Uruguay,1,-490.0,-233.0,-131.0,-126.0,-779.0,-508.0,-5.0,-5.0,-1.0,1.0,-7.0,-1.0,1
17129,Germany,3,1,Peru,1,584.0,434.0,34.0,116.0,1682.0,541.0,91.0,62.0,12.0,17.0,205.0,92.0,1
17130,Brazil,3,2,Romania,1,712.0,522.0,65.0,125.0,1778.0,508.0,88.0,65.0,10.0,13.0,199.0,73.0,1
17131,Russia,2,0,El Salvador,1,77.0,63.0,-29.0,43.0,200.0,-44.0,39.0,19.0,10.0,10.0,76.0,32.0,1
17132,Italy,0,0,Israel,1,216.0,140.0,-4.0,80.0,449.0,120.0,80.0,45.0,16.0,19.0,127.0,74.0,2
17133,Bulgaria,1,1,Morocco,1,-343.0,-211.0,-25.0,-107.0,-577.0,-87.0,10.0,1.0,6.0,3.0,8.0,31.0,2
17134,England,1,0,Czechoslovakia,1,798.0,486.0,125.0,187.0,1887.0,718.0,39.0,18.0,5.0,16.0,47.0,19.0,1
17135,Mexico,1,0,Belgium,1,111.0,116.0,-43.0,38.0,165.0,-279.0,9.0,-4.0,8.0,5.0,-8.0,26.0,1
17136,Mexico,1,4,Italy,1,508.0,288.0,138.0,82.0,951.0,497.0,-26.0,-29.0,10.0,-7.0,-68.0,21.0,3
17137,Germany,3,2,England,1,-102.0,-60.0,2.0,-44.0,-213.0,58.0,40.0,38.0,3.0,-1.0,135.0,61.0,1
17138,Brazil,4,2,Peru,1,618.0,507.0,-7.0,118.0,1703.0,338.0,91.0,68.0,8.0,15.0,208.0,72.0,1
17139,Uruguay,1,0,Russia,1,632.0,291.0,199.0,142.0,1043.0,776.0,11.0,5.0,4.0,2.0,10.0,20.0,1
17140,Brazil,3,1,Uruguay,1,47.0,203.0,-132.0,-24.0,647.0,-259.0,53.0,49.0,-2.0,6.0,142.0,31.0,1
17141,Italy,4,3,Germany,1,-517.0,-343.0,-106.0,-68.0,-1402.0,-629.0,-26.0,-22.0,-5.0,1.0,-98.0,-48.0,1
17142,Germany,1,0,Uruguay,1,13.0,130.0,-91.0,-26.0,626.0,-56.0,53.0,43.0,2.0,8.0,139.0,51.0,1
17143,Brazil,4,1,Italy,1,551.0,416.0,65.0,70.0,1423.0,426.0,26.0,28.0,1.0,-3.0,101.0,28.0,1
17144,Brazil,0,0,Yugoslavia,1,746.0,511.0,85.0,150.0,1697.0,545.0,72.0,57.0,5.0,10.0,169.0,59.0,2
17145,Germany,1,0,Chile,1,474.0,410.0,-23.0,87.0,1539.0,336.0,76.0,56.0,7.0,13.0,186.0,76.0,1
17146,East Germany,2,0,Australia,1,-520.0,-267.0,-141.0,-112.0,-1068.0,-552.0,-10.0,0.0,-8.0,-2.0,-8.0,-26.0,1
17147,DR Congo,0,2,Scotland,1,-317.0,-153.0,-103.0,-61.0,-560.0,-432.0,-20.0,-4.0,-9.0,-7.0,-25.0,-27.0,3
17148,Uruguay,0,2,Netherlands,1,93.0,-17.0,72.0,38.0,-256.0,112.0,6.0,-3.0,9.0,0.0,1.0,26.0,3
17149,Sweden,0,0,Bulgaria,1,157.0,84.0,40.0,33.0,335.0,184.0,25.0,16.0,4.0,5.0,58.0,20.0,2
17150,Italy,3,1,Haiti,1,282.0,149.0,34.0,99.0,516.0,235.0,80.0,45.0,14.0,21.0,126.0,63.0,1
17151,Poland,3,2,Argentina,1,-116.0,-155.0,65.0,-26.0,-354.0,144.0,-47.0,-27.0,-10.0,-10.0,-91.0,-48.0,1
17152,Germany,3,0,Australia,1,353.0,238.0,42.0,73.0,910.0,456.0,93.0,65.0,12.0,16.0,213.0,94.0,1
17153,Scotland,0,0,Brazil,1,-490.0,-406.0,10.0,-94.0,-1346.0,-217.0,-86.0,-69.0,-6.0,-11.0,-204.0,-64.0,2
17154,Chile,1,1,East Germany,1,399.0,95.0,206.0,98.0,439.0,672.0,27.0,9.0,13.0,5.0,35.0,44.0,2
17155,Yugoslavia,9,0,DR Congo,1,61.0,48.0,8.0,5.0,209.0,104.0,34.0,16.0,10.0,8.0,60.0,32.0,1
17156,Netherlands,0,0,Sweden,1,397.0,250.0,59.0,88.0,1035.0,396.0,-1.0,8.0,-8.0,-1.0,6.0,-25.0,2
17157,Bulgaria,1,1,Uruguay,1,-647.0,-317.0,-171.0,-159.0,-1114.0,-692.0,-30.0,-21.0,-5.0,-4.0,-65.0,-21.0,2
17158,Haiti,0,7,Poland,1,-739.0,-335.0,-212.0,-192.0,-1324.0,-949.0,-31.0,-16.0,-10.0,-5.0,-44.0,-31.0,3
17159,Argentina,1,1,Italy,1,573.0,341.0,113.0,119.0,1162.0,570.0,-2.0,-2.0,6.0,-6.0,9.0,16.0,2
17160,Scotland,1,1,Yugoslavia,1,256.0,105.0,95.0,56.0,351.0,328.0,-14.0,-12.0,-1.0,-1.0,-35.0,-5.0,2
17161,Australia,0,0,Chile,1,121.0,172.0,-65.0,14.0,629.0,-120.0,-17.0,-9.0,-5.0,-3.0,-27.0,-18.0,2
17162,DR Congo,0,3,Brazil,1,-807.0,-559.0,-93.0,-155.0,-1906.0,-649.0,-106.0,-73.0,-15.0,-18.0,-229.0,-91.0,3
17163,Germany,0,1,East Germany,1,873.0,505.0,183.0,185.0,1978.0,1008.0,103.0,65.0,20.0,18.0,221.0,120.0,3
17164,Bulgaria,1,4,Netherlands,1,-554.0,-334.0,-99.0,-121.0,-1370.0,-580.0,-24.0,-24.0,4.0,-4.0,-64.0,5.0,3
17165,Argentina,4,1,Haiti,1,855.0,490.0,147.0,218.0,1678.0,805.0,78.0,43.0,20.0,15.0,135.0,79.0,1
17166,Sweden,3,0,Uruguay,1,-490.0,-233.0,-131.0,-126.0,-779.0,-508.0,-5.0,-5.0,-1.0,1.0,-7.0,-1.0,1
17167,Poland,2,1,Italy,1,457.0,186.0,178.0,93.0,808.0,714.0,-49.0,-29.0,-4.0,-16.0,-82.0,-32.0,1
17168,Germany,2,0,Yugoslavia,1,712.0,438.0,126.0,148.0,1676.0,748.0,72.0,51.0,9.0,12.0,166.0,79.0,1
17169,Brazil,1,0,East Germany,1,907.0,578.0,142.0,187.0,1999.0,805.0,103.0,71.0,16.0,16.0,224.0,100.0,1
17170,Netherlands,4,0,Argentina,1,-162.0,-111.0,12.0,-63.0,-130.0,3.0,-31.0,-16.0,-12.0,-3.0,-51.0,-45.0,1
17171,Sweden,0,1,Poland,1,-443.0,-206.0,-112.0,-125.0,-811.0,-537.0,17.0,3.0,6.0,8.0,34.0,28.0,3
17172,Argentina,1,2,Brazil,1,22.0,-75.0,48.0,49.0,-261.0,144.0,-28.0,-30.0,5.0,-3.0,-92.0,-12.0,3
17173,Poland,2,1,Yugoslavia,1,652.0,281.0,198.0,173.0,1082.0,833.0,-3.0,0.0,0.0,-3.0,-14.0,-1.0,1
17174,East Germany,0,2,Netherlands,1,-767.0,-392.0,-202.0,-173.0,-1608.0,-952.0,-44.0,-25.0,-9.0,-10.0,-81.0,-43.0,3
17175,Germany,4,2,Sweden,1,503.0,363.0,40.0,100.0,1405.0,452.0,58.0,48.0,3.0,7.0,146.0,52.0,1
17176,Germany,1,0,Poland,1,60.0,157.0,-72.0,-25.0,594.0,-85.0,75.0,51.0,9.0,15.0,180.0,80.0,1
17177,Netherlands,2,0,Brazil,1,-140.0,-186.0,60.0,-14.0,-391.0,147.0,-59.0,-46.0,-7.0,-6.0,-143.0,-57.0,1
17178,Argentina,1,1,East Germany,1,929.0,503.0,190.0,236.0,1738.0,949.0,75.0,41.0,21.0,13.0,132.0,88.0,2
17179,Sweden,2,1,Yugoslavia,1,209.0,75.0,86.0,48.0,271.0,296.0,14.0,3.0,6.0,5.0,20.0,27.0,1
17180,Brazil,0,1,Poland,1,94.0,230.0,-113.0,-23.0,615.0,-288.0,75.0,57.0,5.0,13.0,183.0,60.0,3
17181,Germany,2,1,Netherlands,1,106.0,113.0,-19.0,12.0,370.0,56.0,59.0,40.0,11.0,8.0,140.0,77.0,1
17182,Germany,0,0,Poland,1,60.0,157.0,-72.0,-25.0,594.0,-85.0,75.0,51.0,9.0,15.0,180.0,80.0,2
17183,Italy,2,1,France,1,-450.0,-240.0,-153.0,-57.0,-864.0,-672.0,17.0,11.0,-2.0,8.0,8.0,0.0,1
17184,Tunisia,3,1,Mexico,1,-260.0,-187.0,-44.0,-29.0,-644.0,-251.0,-42.0,-14.0,-18.0,-10.0,-47.0,-73.0,1
17185,Argentina,2,1,Hungary,1,637.0,386.0,75.0,176.0,1201.0,437.0,49.0,28.0,9.0,12.0,50.0,36.0,1
17186,Sweden,1,1,Brazil,1,-537.0,-436.0,1.0,-102.0,-1426.0,-249.0,-58.0,-54.0,1.0,-5.0,-149.0,-32.0,2
17187,Austria,2,1,Spain,1,-416.0,-310.0,0.0,-106.0,-967.0,-129.0,-34.0,-18.0,-5.0,-11.0,-56.0,-25.0,1
17188,Peru,3,1,Scotland,1,-128.0,-101.0,-3.0,-24.0,-357.0,-121.0,-5.0,1.0,-2.0,-4.0,-4.0,-8.0,1
17189,Netherlands,3,0,Iran,1,264.0,106.0,111.0,47.0,650.0,566.0,35.0,25.0,2.0,8.0,77.0,24.0,1
17190,Italy,3,1,Hungary,1,64.0,45.0,-38.0,57.0,39.0,-133.0,51.0,30.0,3.0,18.0,41.0,20.0,1
17191,Poland,1,0,Tunisia,1,209.0,85.0,84.0,40.0,501.0,468.0,19.0,14.0,4.0,1.0,33.0,20.0,1
17192,Germany,6,0,Mexico,1,9.0,55.0,-32.0,-14.0,451.0,132.0,52.0,51.0,-5.0,6.0,166.0,27.0,1
17193,Argentina,2,1,France,1,123.0,101.0,-40.0,62.0,298.0,-102.0,15.0,9.0,4.0,2.0,17.0,16.0,1
17194,Brazil,0,0,Spain,1,242.0,184.0,26.0,32.0,634.0,227.0,46.0,43.0,0.0,3.0,130.0,33.0,2
17195,Austria,1,0,Sweden,1,-121.0,-58.0,-27.0,-36.0,-175.0,-107.0,-22.0,-7.0,-6.0,-9.0,-37.0,-26.0,1
17196,Scotland,1,1,Iran,1,-86.0,-114.0,61.0,-33.0,-305.0,202.0,8.0,2.0,3.0,3.0,16.0,17.0,2
17197,Netherlands,0,0,Peru,1,478.0,321.0,53.0,104.0,1312.0,485.0,32.0,22.0,1.0,9.0,65.0,15.0,2
17198,France,3,1,Hungary,1,514.0,285.0,115.0,114.0,903.0,539.0,34.0,19.0,5.0,10.0,33.0,20.0,1
17199,Poland,3,1,Mexico,1,-51.0,-102.0,40.0,11.0,-143.0,217.0,-23.0,0.0,-14.0,-9.0,-14.0,-53.0,1
17200,Germany,0,0,Tunisia,1,269.0,242.0,12.0,15.0,1095.0,383.0,94.0,65.0,13.0,16.0,213.0,100.0,2
17201,Argentina,0,1,Italy,1,573.0,341.0,113.0,119.0,1162.0,570.0,-2.0,-2.0,6.0,-6.0,9.0,16.0,3
17202,Brazil,1,0,Austria,1,658.0,494.0,26.0,138.0,1601.0,356.0,80.0,61.0,5.0,14.0,186.0,58.0,1
17203,Spain,1,0,Sweden,1,295.0,252.0,-27.0,70.0,792.0,22.0,12.0,11.0,-1.0,2.0,19.0,-1.0,1
17204,Peru,4,1,Iran,1,-214.0,-215.0,58.0,-57.0,-662.0,81.0,3.0,3.0,1.0,-1.0,12.0,9.0,1
17205,Scotland,3,2,Netherlands,1,-350.0,-220.0,-50.0,-80.0,-955.0,-364.0,-27.0,-23.0,1.0,-5.0,-61.0,-7.0,1
17206,Germany,0,0,Italy,1,517.0,343.0,106.0,68.0,1402.0,629.0,26.0,22.0,5.0,-1.0,98.0,48.0,2
17207,Netherlands,5,1,Austria,1,518.0,308.0,86.0,124.0,1210.0,503.0,21.0,15.0,-2.0,8.0,43.0,1.0,1
17208,Brazil,3,0,Peru,1,618.0,507.0,-7.0,118.0,1703.0,338.0,91.0,68.0,8.0,15.0,208.0,72.0,1
17209,Argentina,2,0,Poland,1,116.0,155.0,-65.0,26.0,354.0,-144.0,47.0,27.0,10.0,10.0,91.0,48.0,1
17210,Poland,1,0,Peru,1,524.0,277.0,106.0,141.0,1088.0,626.0,16.0,11.0,3.0,2.0,25.0,12.0,1
17211,Italy,1,0,Austria,1,107.0,78.0,-39.0,68.0,178.0,-70.0,54.0,33.0,4.0,17.0,85.0,30.0,1
17212,Germany,2,2,Netherlands,1,106.0,113.0,-19.0,12.0,370.0,56.0,59.0,40.0,11.0,8.0,140.0,77.0,2
17213,Argentina,0,0,Brazil,1,22.0,-75.0,48.0,49.0,-261.0,144.0,-28.0,-30.0,5.0,-3.0,-92.0,-12.0,2
17214,Netherlands,2,1,Italy,1,411.0,230.0,125.0,56.0,1032.0,573.0,-33.0,-18.0,-6.0,-9.0,-42.0,-29.0,1
17215,Austria,3,2,Germany,1,-624.0,-421.0,-67.0,-136.0,-1580.0,-559.0,-80.0,-55.0,-9.0,-16.0,-183.0,-78.0,1
17216,Brazil,3,1,Poland,1,94.0,230.0,-113.0,-23.0,615.0,-288.0,75.0,57.0,5.0,13.0,183.0,60.0,1
17217,Argentina,6,0,Peru,1,640.0,432.0,41.0,167.0,1442.0,482.0,63.0,38.0,13.0,12.0,116.0,60.0,1
17218,Brazil,2,1,Italy,1,551.0,416.0,65.0,70.0,1423.0,426.0,26.0,28.0,1.0,-3.0,101.0,28.0,1
17219,Argentina,3,1,Netherlands,1,162.0,111.0,-12.0,63.0,130.0,-3.0,31.0,16.0,12.0,3.0,51.0,45.0,1
17220,Argentina,0,1,Belgium,1,176.0,169.0,-68.0,75.0,376.0,-206.0,33.0,23.0,4.0,6.0,69.0,21.0,3
17221,Italy,0,0,Poland,1,-457.0,-186.0,-178.0,-93.0,-808.0,-714.0,49.0,29.0,4.0,16.0,82.0,32.0,2
17222,Brazil,2,1,Russia,1,679.0,494.0,67.0,118.0,1690.0,517.0,64.0,54.0,2.0,8.0,152.0,51.0,1
17223,Peru,0,0,Cameroon,1,-259.0,-174.0,15.0,-100.0,-472.0,-83.0,-5.0,1.0,-2.0,-4.0,3.0,-10.0,2
17224,Hungary,10,1,El Salvador,1,141.0,96.0,11.0,34.0,428.0,180.0,26.0,15.0,8.0,3.0,86.0,35.0,1
17225,Scotland,5,2,New Zealand,1,298.0,149.0,73.0,76.0,540.0,320.0,17.0,4.0,9.0,4.0,21.0,27.0,1
17226,Germany,1,2,Algeria,1,727.0,453.0,130.0,144.0,1822.0,846.0,96.0,64.0,15.0,17.0,213.0,106.0,3
17227,England,3,1,France,1,169.0,163.0,-49.0,55.0,751.0,-101.0,3.0,-5.0,0.0,8.0,-29.0,-13.0,1
17228,Spain,1,1,Honduras,1,476.0,348.0,28.0,100.0,1165.0,261.0,54.0,30.0,12.0,12.0,96.0,58.0,2
17229,Chile,0,1,Austria,1,150.0,11.0,90.0,49.0,41.0,223.0,4.0,-1.0,2.0,3.0,-3.0,2.0,3
17230,Czechoslovakia,1,1,Kuwait,1,22.0,27.0,-12.0,7.0,135.0,27.0,27.0,11.0,12.0,4.0,42.0,39.0,2
17231,Yugoslavia,0,0,Northern Ireland,1,-150.0,11.0,-123.0,-38.0,-7.0,-442.0,24.0,13.0,8.0,3.0,47.0,23.0,2
17232,Italy,1,1,Peru,1,67.0,91.0,-72.0,48.0,280.0,-88.0,65.0,40.0,7.0,18.0,107.0,44.0,2
17233,Argentina,4,1,Hungary,1,637.0,386.0,75.0,176.0,1201.0,437.0,49.0,28.0,9.0,12.0,50.0,36.0,1
17234,Brazil,4,1,Scotland,1,490.0,406.0,-10.0,94.0,1346.0,217.0,86.0,69.0,6.0,11.0,204.0,64.0,1
17235,Poland,0,0,Cameroon,1,265.0,103.0,121.0,41.0,616.0,543.0,11.0,12.0,1.0,-2.0,28.0,2.0,2
17236,Belgium,1,0,El Salvador,1,602.0,313.0,154.0,135.0,1253.0,823.0,42.0,20.0,13.0,9.0,67.0,50.0,1
17237,Russia,3,0,New Zealand,1,109.0,61.0,-4.0,52.0,196.0,20.0,39.0,19.0,13.0,7.0,73.0,40.0,1
17238,Germany,4,1,Chile,1,474.0,410.0,-23.0,87.0,1539.0,336.0,76.0,56.0,7.0,13.0,186.0,76.0,1
17239,England,2,0,Czechoslovakia,1,798.0,486.0,125.0,187.0,1887.0,718.0,39.0,18.0,5.0,16.0,47.0,19.0,1
17240,Spain,2,1,Yugoslavia,1,504.0,327.0,59.0,118.0,1063.0,318.0,26.0,14.0,5.0,7.0,39.0,26.0,1
17241,Algeria,0,2,Austria,1,-103.0,-32.0,-63.0,-8.0,-242.0,-287.0,-16.0,-9.0,-6.0,-1.0,-30.0,-28.0,3
17242,France,4,1,Kuwait,1,651.0,350.0,162.0,139.0,1271.0,846.0,63.0,34.0,17.0,12.0,118.0,71.0,1
17243,Honduras,1,1,Northern Ireland,1,-122.0,-10.0,-92.0,-20.0,-109.0,-385.0,-4.0,-3.0,1.0,-2.0,-10.0,-9.0,2
17244,Poland,5,1,Peru,1,524.0,277.0,106.0,141.0,1088.0,626.0,16.0,11.0,3.0,2.0,25.0,12.0,1
17245,Belgium,1,1,Hungary,1,461.0,217.0,143.0,101.0,825.0,643.0,16.0,5.0,5.0,6.0,-19.0,15.0,2
17246,Russia,2,2,Scotland,1,-189.0,-88.0,-77.0,-24.0,-344.0,-300.0,22.0,15.0,4.0,3.0,52.0,13.0,2
17247,Italy,1,1,Cameroon,1,-192.0,-83.0,-57.0,-52.0,-192.0,-171.0,60.0,41.0,5.0,14.0,110.0,34.0,2
17248,Argentina,2,0,El Salvador,1,778.0,482.0,86.0,210.0,1629.0,617.0,75.0,43.0,17.0,15.0,136.0,71.0,1
17249,Brazil,4,0,New Zealand,1,788.0,555.0,63.0,170.0,1886.0,537.0,103.0,73.0,15.0,15.0,225.0,91.0,1
17250,Algeria,3,2,Chile,1,-253.0,-43.0,-153.0,-57.0,-283.0,-510.0,-20.0,-8.0,-8.0,-4.0,-27.0,-30.0,1
17251,France,1,1,Czechoslovakia,1,629.0,323.0,174.0,132.0,1136.0,819.0,36.0,23.0,5.0,8.0,76.0,32.0,2
17252,Honduras,0,1,Yugoslavia,1,28.0,-21.0,31.0,18.0,-102.0,57.0,-28.0,-16.0,-7.0,-5.0,-57.0,-32.0,3
17253,Germany,1,0,Austria,1,624.0,421.0,67.0,136.0,1580.0,559.0,80.0,55.0,9.0,16.0,183.0,78.0,1
17254,England,1,0,Kuwait,1,820.0,513.0,113.0,194.0,2022.0,745.0,66.0,29.0,17.0,20.0,89.0,58.0,1
17255,Spain,0,1,Northern Ireland,1,354.0,338.0,-64.0,80.0,1056.0,-124.0,50.0,27.0,13.0,10.0,86.0,49.0,3
17256,Austria,0,1,France,1,-557.0,-318.0,-114.0,-125.0,-1042.0,-602.0,-37.0,-22.0,-6.0,-9.0,-77.0,-30.0,3
