review_text,review_score
"Samorost 3 is the kind of game that I’d recommend to parents looking for something to play with their young children, or to anyone with a whimsical disposition. It is as transporting as a richly-dyed scarf wafting through the air.",8
"While it makes the games a cakewalk for Mega Man veterans, it allows you to appreciate Zero 1-4 as pure action games. That the collection allows us to revisit the series free of its excesses makes it well worth your time.",6
"Californium is a video game UFO. A very good game about sci-fi and Philip K. Dick life. It's a strange experience with lot of psychedelia. When you play it, you just want one thing: to open a k.Dick book.",7
"The Thaumaturge is a well-written narrative adventure with an excellent setting. Its mechanics, borrowed from RPGs, are not overly complex, but contribute to the quality of the experience.",8
"New Allies fails in breathing new life in The Settlers' franchise: the crossover between the classic gameplay and the RTS mechanics feels dull and rushed, leaving the player with the feeling that this is not The Settlers' return they longingly waited for.",6
"For the price of $29.99, Super Collapse 3 is a decent game. Sure, I have encountered better puzzles as of late (Puzzle Quest), but Super Collapse 3 delivers enough satisfaction for the price of entry.",7
"Ikachan is a marvelous introduction to a much larger, more ambitious game. But that's all it is: an introduction. If you are willing to accept that, you'll happily enjoy the short time you spend in its watery world.",6
"SUPERHOT: MIND CONTROL DELETE is an engaging, albeit shallow experience. The combat is outstanding and still one of the best you can experience, only enhanced by the new abilities featured in this standalone. However, where the combat has improved, the taut and well-thought-out nature of the levels is lost due to the roguelike nature of the game, with the thought and surprise of the originals story lost in what is mostly meandering waffle here. Is it a good game? Yes, it's well worth playing if you just want the combat. If you want more, you'll likely be disappointed.",6
"Constantine's narrative is compelling enough, and some excellent puzzles save it from the ignominy of being yet another average third-person movie tie-in, but only just... Yes it's uncomplicated, but still an engaging realisation of the source material. [Apr 2005, p.99]",5
"I had to ask the game's publisher for detailed instructions on navigating the game just to make it part of the way through the first mission, and I still lost half my men in a half-hour. Those who complain that video games have become too easy will welcome Soldiers, but the rest of us will flee in terror.",6
MotoGP 13 is a good simulation ruined by poor graphics and few issues with the overall rhythm of its Career mode. Milestone has done a good job in recreating the vehicles' physics but the developers should try to improve their techniques.,7
"Despite these niggles, Yonder is obviously a fantastic game for adults to play with their children, and for slightly older children to be allowed to play unsupervised. Even for adults it's surprisingly beautiful, and a soothing breath of anxiety-calming non-violence. But the older you get, the less mileage you might receive from Gemea.",7
"Despite its frustrating enemy AI and the limitations of your arsenal, Call of Juarez has plenty of pistol packin’ heat for the average buckaroo, with a decent, profanity-laced storyline and a bevy of unique multiplayer modes.",7
"Even when accounting for slight hiccups, such as odd audio balancing in Door to Phantomile, there are no significant obstructions to enjoyability present here. Performance on PlayStation 5 was also smooth, if that was a concern. I’m eager to see this highly-anticipated duology sell well, so Klonoa can potentially become a new fixture in the platforming pantheon.",10
"While Aporia may not be for everyone, those hardcore Myst enthusiasts will find a lot to like. It’s got the bare bones of a decent puzzle/exploration game, and it’s got atmosphere for miles. The controls, the graphics, and the level design effectively transport the player to a desolate world. It’s beautiful and enchanting. If only there was something more to do there.",6
"Monaco fails at balancing fun and cold math; the first levels are so easy that you’ll run through them without even thinking, but by the end the awkward arcade shenanigans will become the downfall of your carefully laid plans.",7
It is not an epic strategy game like Dune but this little gem offers something for almost everybody: Beginners will not be overburdened while experienced players will get a challenge with the unusual mechanics and veterans can ramp up the difficulty level to get their money's worth.,8
"Tropico 3 beats the hell out of history books, and strangely, most games of its kind. I only wish that the soundtrack had more tunes. And that I could have the DJ shot. God, I can't stand that guy.",8
"Neon White stands out for its gameplay that allows you to enjoy hyper speed action with simple maneuver. Even though who are not familiar with speedruns can enjoy it without burden, obtaining ace medals is challenging enough for skilled gamer as well. Meanwhile, a bit awkward Korean localization makes it difficult to fully immerse into characters.",8
"Has fun, straightforward gameplay and a simple heart. There is a little more to it, like plenty of game-time extending side quests, but some of the extras just seem like coronary blockage.",6
"Your adoration for Bonkies will really depend on what you're looking for. If you're after an easy to pick up party game for all the family, then Bonkies is not the chimp 'em up for you. However, if you're after a demanding co-op experience that requires both solid teamwork and communication to achieve your goals then Bonkies is absolutely top banana.",8
"It’s always a difficult task to raise the bar on something that’s already top notch, and when it comes to the racing games, due to the natural limits of the genre, the task gets even harder. But thanks to the now more mature than ever PlayGround studio, Forza Horizon 5 crushes its own bar and reaches a whole new level, easily becoming one of the best and most complete racing games of all time, if not THE best.",10
"After a long string of epic disappointments, it's nice to enjoy a Spider-Man game so much that I'm actually looking forward to replaying the missions with new abilities and new costumes. Even if you've been burned on lackluster Spider-Man titles before, don't miss this game – Shattered Dimensions simply isn't the one to skip.",9
"How to Train Your Dragon plays like it has the potential to be a great family game as well as one of the better movie tie-ins releasing this year, especially for the fantasy-driven children in your family.",8
"Fast-paced, challenging, and visually pleasing, Rollerdrome is a game that deserves all the praise heaped upon it. Strap on your skates and load up those pistols, it’s time to dive into this brilliant skater-shooter.",9
"Dead Cells is one of the best rogue-vania games I’ve ever played. The visuals are to die for and it runs beautifully (docked and handheld), but the best facet is that the combat is ultra responsive.",10
The online play is the smoothest of any fighting game ever to have an online option. Players will be able to play with out the constant lag as found in the few other online fighting games.,8
"The difficulty alone will put many off, while others won't care for the dark humor and cynical world view that ooze from this game. Those who do, though, will find their willingness to take a chance rewarded by a quirky but ultimately satisfying action adventure.",8
"As battle royale efforts go, Bloodhunt is surprising; which is more than other like-minded efforts can lay claim to. Though cross play remains unbalanced against more capable PC players and concerns over balancing and map variety remain, Vampire: The Masquerade Bloodhunt nonetheless brings a scintillating blend of furious traversal, inspired PvE design and neat lore from the World of Darkness setting to fashion one of the most refreshing battle royale efforts in quite some time.",8
"The best thing about Fuzion Frenzy 2 is that it’s an easy 1,000 achievement points (there are only 16 different tasks, and most of those are to play through a tournament with each player).",4
"After Us succeeds in what it sets out to do. The world that Gaia is trying to save may be a grave warning to us all, but After Us never feels heavy or oppressive. Your platforming efforts are rewarded by reassurances that maybe everything isn’t doomed after all. Gameplay is perfectly synced with the narrative to create an experience that is both enlightening, interesting, and - despite the doom and gloom - enjoyable. It is a game that makes you feel like you’re making a difference all while reminding you just how to do so in the real world. After Us seeks to better players, not just entertain them. To put it simply, it’s impactful and a must-play.",8
"Its story and themes are delivered well, but they don't come off as pretentious or preachy. The challenging boss battles deliver immense satisfaction, and the breaks of tranquil exploration offer delightful moments of discovery.",8
"Superhot: Mind Control Delete somehow manages to give a lot more of the same slow-mo action without becoming tiresome or boring. However, things do get bogged down towards the end when the game has a little too much fun at the player's expense.",8
"MotoGP 08 is a refined version of ""SBK 08,"" also from Milestone. Graphics, physics and gameplay are quite similar in both games. It´s best addition is the inclusion of three classes, which greatly improves its life cycle. With a few more improvements on mechanics and global atmosphere, it could stand as a very entertaining title for every racing gamer fan to consider.",8
"Monster Hunter: Freedom tries to capture the odd, free-form gameplay that made its console counterpart so quirky, but its load problems, aggravating combat, lame AI and lack of online play dulls its blade immeasurably.",3
"Madden NFL 25 is a superior game to its predecessor, whether in terms of animations, artificial intelligence, menus or Career Mode. However, don't expect anything really new or innovative, just detailed coverage of the NFL with no surprises.",8
"Time Crisis: Razing Storm is a gaming packaging that brings together both ends of the quality spectrum. Two out of the three games are worth your time and money, and if you can fully ignore the third then you're laughing. If you already own a copy of Time Crisis 4 then don't bother with this - otherwise, this may well be the multiplayer shooter you've been looking for.",7
"A series of unlockable wardrobe items do little to massage the questionable value for money factor of what is ultimately a short game that puts an interesting, er, ‘spin’, on the classic Sonic gameplay, yet fails to live up to such past successes.",6
"It was easy to be drawn into A Total War Saga: TROY. Through its blend of myth, legend, and history. And in striking that balance between the Warhammer entries and Three Kingdoms, Creative Assembly has presented its own Trojan Horse -- another visually impressive addition filled with Total War goodness.",8
"Ever Forward has so much potential. Due to the unused graphic style and soulful story, developer Pathea could have created a real indie pearl. The gameplay around the frustrating puzzles prevents that, although great puzzles crept in in between, which I was happy to break my head about. At the latest because of the stressful puzzles with time pressure, I often lost the fun of the game. Especially the gravity puzzles at the end are one cramp. It's a shame, it could have been so good ...",6
"If you’re willing work though the interface and aren’t opposed to saving and reloading over and over again, you’ll find that Soldiers has legs. What we’d like to see in a future release is a cleaner interface and a more clearly defined design.",6
"Once Human is certainly not a highly original production and has a forgettable story. Luckily it's also a really enjoyable survival game, which can be played completely free of charge. Unlike many other free to play productions, the NetEase one has no in-app purchases that speed up progression or make it easier for the user, putting everyone on the same level. This factor, the accessibility of the experience and the absence of elements capable of generating frustration, make it one of the most interesting exponents of the genre seen in recent times. It will now be up to the developers to work hard to fix the problems and support Once Human with new content, even despite some questionable choices.",8
"It’s a savage game; the only thing more violent that the damage inflicted on Wolverine is the rapid and nonchalant dismemberment of everyone he comes into contact with. Mature’s one word for it: absurd and childish are other, more accurate words. But it’s a brilliant kind of ridiculous nonsense that’ll occasionally pull reluctant cheers out of your grown-up neck.",8
"Turok 2: Seeds of Evil returns, two decades after the original release, in what is an overall improved experience that leaves behind hardware limits but respects the original's elements and design. Investing in new controls is also something to praise but it's impossible not to notice that the game's concept feels outdated and that beyond the public of the original, it might be difficult to convince anyone else to put their hands on this version.",6
"The Waylanders tries to imitate a variety of mechanics from leaders of the RPG genre, but fails to implement any of them effectively, while offering nothing original apart from the astonishingly poor dialogue.",4
"This isn't a crowning moment only for the PS2 generation, but for all of the Final Fantasy series. Long after the PS2 is forgotten, this installment will live in the memories of those who experienced it.",10
"The frustration of the platforming and stealth in Billy's levels is too much to go unnoticed, but thankfully the villainous Uncle Ray saves the day with his rootin' tootin' shooting action.",7
"Blade Kitten has an apt look and offers good platforming, but it suffers from repetitiveness and a marked lack of originality that should always be present in a good platform game.",5
Bloodline Champions offers fast paced and incredibly entertaining action. Play for free online and battle on many kinds of maps against players from around the world. The game mixes tactics with pure skill and the result is superb.,8
I'm appreciating it not out of some overly indulgent childhood nostalgia but rather for what it's doing right now. It's been way too long since the Transformers property has been this good but High Moon's take on the universe is shaping up to be the modernized reboot the franchise desperately needs.,8
"Everspace looks charming, but after 2-3 hours even these beautiful space vistas and intense dogfights will tire you out. Problem is, the whole game is just it: you kill AI enemies and collect their loot.",6
"The real draw here are the minigames, and as always, they are all new. Of course, some are variations on themes passed down, but there are more than enough that surprise and delight to no end. [Dec 2003, p.80]",8
"The amazing Rocksteady Arkham trilogy ends with this awesome game. Maybe the Batmobile is overused, but if you switch over the many gameplay experiences that the new Batman brings you will be less likely to get bored.",9
"Amazingly enough, Warhammer 40,000: Kill Team is still an enjoyable game in spite of all its technical issues, and that's a credit to the purity of its design. If you're a fan of Warhammer 40,000 or killing stuff in general, chances are good you'll enjoy giving this one a go. Just don't be surprised if it feels like the Orks did some of the programming.",6
"Ghost Trick: Phantom Detective is a perfect storm of clever puzzles, suspenseful storytelling, and spectacular visuals that hasn't been witnessed since the heyday of LucasArts adventures. The linear plot makes this a one-time experience, but one that is so enthralling and witty that you'll be thankful for the opportunity.",8
"Fallen Legion is a title that showed promise, with great 2D sprite work and a combat engine that is reminiscent of Tri Ace’s classic, Valkyrie Profile. However, due to a myriad of factors, it falls short of fully realizing its aspirations due to its humdrum story and chaotic, oftentimes dull combat.",6
"The addition of tank combat thematically clashes with everything Batman stands for, but it is fun, and having access to the Batmobile for the first time gives us a new world of possibilities for interacting with Gotham City. Arkham Knight is an outstanding game on almost every level.",9
"After many years of average games, Sega finally gets back on the tracks with Sonic Colors: everything the fans were hoping for is here, packed with gorgeous graphics and solid new game mechanics.",8
"A game with amazing atmosphere, and one of the best post apocalyptic settings around. Unfortunately it's also an easier and more streamlined experience compared to its predecessor, at least at the base difficulty level. 4A Games could have chosen the survival road, making this a truly unique and challenging experience. By going for the ""safe"" choice they created a good fps, but not an unforgettable one.",8
"The dragon's return has not occurred with the same force as expected. Fans will have their ration of TES: Online for a while, but Elsweyr feels less than the previous two expansions.",7
"Monster Hunter is certainly an acquired taste. But if you can appreciate the appeal of crafting, if RPGs aren't just about you leveling something, and if you're willing to try something completely different, you're in for a long, open-ended treat.",8
"A very clever puzzle-platformer, with an unique visual style and highly challenging puzzles. It just lacks on the narrative/philosophical side, but it's definitely recommended to lovers of cerebral challenges.",8
"Though never fun in real life, spilling ink all around is even more fun in Splatoon 2 than it was in the first game. Teaming up with your squid friends has never been better. But even though some weird Nintendo elements can drag the fun to a stall, everywhere that Splatoon 2 shines makes it a deserving heir to the original.",8
Having to deal with Rogue States' frustrating AI is a bit like playing a multiplayer game with some guy who keeps breaking up the game by walking away from his computer to grab a snack from the kitchen.,5
"It doesn't have the longevity that we'd like, but it's one of the only games in the series to really make you feel like you're playing war with the plastic men you grew up with in a fun, satisfying way.",8
"I’ve just rolled the credits as I write this review, and it feels like there’s a hole in me. It longs for more stages, it wants to chase that exhilaration. I’m hoping that someone goads me on Twitter tomorrow, to spur me into rushing back into the early stages. I can’t wait to get back out there with a purpose. Neon White has style. Neon White has intensity. Neon White makes me feel alive.",10
"The surreal and decadent world of After Us is impressive: although it is not a large-caliber production, the developers of Piccolo Studio have been masters in using the means at their disposal to create impactful visual compositions. The mechanics aren’t innovative per se, but the chain of tools made available to the player, combined with a certain freedom granted during exploration, allows the action to settle on a good pace.",7
"The maddening difficulty level of this game destroys it. If you’re truly patient, then maybe, just maybe you might be able to get something out of it.., but if you’re like me who plays games to be entertained, I think you’re going to find yourself wanting to return this one.",5
"A modern take on the cult classic Master of Orion. The drawback is that while it offers almost perfectly executed traditional 4X gameplay, it fails to throw anything fresh on top of it. [07/2017, p.40]",8
"Splatoon 3’s Side Order DLC puts players into a rogue-like single-player campaign as Agent 8, tasked with rescuing Marina and her friends from the mysterious Deca Tower. Each run through the tower offers a new set of challenges and opportunities to customize abilities and weapons, leading to multiple playthroughs and strategic planning. While some levels may prove more challenging, especially with unfamiliar weapons, Side Order offers a refreshing departure from multiplayer chaos with its replay value and different gameplay options.",8
"As a big fan of the original back in the day, I admit that perhaps Pac-Man World hasn't held up as well as I thought it would. With that being said, Pac-Man World Re-Pac is definitely a cute and colourful game that's full of fun gameplay and rewarding collectibles.",8
"Solo fighters can also duke it out with the CPU, but the real draw here is CNPTE's surprisingly fleshed-out story mode. Lightning-quick combat, loads of unlockable characters, fun stages that effectively capture the flavor of the source material, and varied challenges should keep fans absorbed throughout. It's not about to rob Smash Bros. of its championship belt, but it's still a thumb-blistering good time for anyone who can claim to have spent a few couch-bound afternoons soaking in Cartoon Network's unique brand of boob-tube fare.",7
"Tiberium Wars does what the series has always done best; providing the most enjoyable RTS experience around via excellent storytelling, enjoyable campaigns and a lasting multiplayer experience.",9
"Almost two decades on, Onimusha: Warlords lives again thanks to a handful of truly impactful changes. Those tank controls are lighter to the touch and the improvements to the visuals help take the edge off those clunky PS2-era looks. The updated soundtrack might be a little inferior, but even it brings an extra layer of authenticity to a game that draws from Japan’s rich history of warfare. Hopefully, the rest of the series will get the same treatment because this classic swashbuckling adventure (with the occasional moment of horror) has just re-sharpened its blade, and we're happy to have it back.",8
"From the explosive tankers to the destructible environments, Shatter Bay makes a great first impression. Franchise loyalists may be turned off by this brand new direction, but anybody who loves Burnout will have a blast playing through Ridge Racer Unbounded. It's not without a few problems, but Namco's newest racer packs enough content to make up for any imperfection!",8
"Neon White is everything you want from a speedrunning game: fast, super precise, well structured and built around short and various levels. This alone would be enough to recommend it, but the package is completed with a unique artistic style, a valuable writing and a clearly original and strange game design that mixes together visual novel, dating sim, first person shooter and platformer. Some very small technical uncertainty in the repetition of the attempts does not affect the overall quality.",9
"This game's visuals are more a bitter pill for the eyes than a feast, and most of your time is spent jamming on the A button; but I couldn't help but enjoy Dark Legacy. [May 2002, p.84]",7
"Polished, intuitive, balanced, and fun, this is one of the best RTS games ever made, but if you&#146;re bored with the genre this isn&#146;t going to suddenly make you a believer again.",9
"Plan, build, fight and repair. Those are the four fundamental parts of Lock's Quest, an unexpectedly demanding game for the DS. It's surprisingly addictive, but due to some parts of the game not being blessed with the coat of finish they need we can't bless this game with a higher grade.",7
"There's also a sneaking sense that Origins is stuck in the past. As a reimagining of the original game with modern visuals, it's a triumph, but it doesn't do much to move the realtime tactics genre forward, with little of the innovation seen in, say, Mimimi's Shaodow Gambit: The Cursed Crew. [Issue#410, p.116]",7
"Let's imagine for a moment that Constantine's only way into Heaven was to make a great videogame, and he turned this one in as his submission-I'm afraid he would already be on his way down to the lake of fire for an eternal purgatory lunch date with a certain Mr. Satan.",6
"In the end, the four episodes speak of two different experiences. Barry's campaign has its moments, but Moira's is always trying to keep up, with small success. It's still a Resident Evil experience that might please some of the fanbase (and not even the most nostalgic part, because of the almost action gameplay), but not a great return for the historic saga.",7
"Again, good moves – and Madden 25 is a good game. But it isn't a great one. And with a more fun football experience now housed in the same building, it's tough to see how that changes anytime soon.",7
"The price is too high, for what is proposed: the title does not exploit any feature of the console and, above all, cancels - with a rather unpleasant graphic rendering - the only competitive advantage with which it could still play, namely portability. Such a pity.",6
"A Total War Saga: Troy is a good addition to the franchise, but it is not recommended for new players. However, fans of the historical setting Total War games shouldn't hesitate to check this one out.",8
"Visual Concepts once again gives us the definitive basketball experience in the world of videogames. Coinciding with the twenty-third anniversary of the numbering of their games, they could only point to excellence. The gameplay looks sharper and more precise than ever, the vintage game modes take us back to incredible times and MyTEAM and MyCareer remain a safe bet. Without a doubt, essential for lovers of sports games.",9
"Mr. Wake, welcome to the mass market: less demanding, more casual than the original. New players will be eased into the world of Alan Wake and fans will surely enjoy the new Fight till Dawn mode in addition to having some loving memories on the original game.",9
"The punchy comedic pacing that works so well in a series of video shorts does not hold up when stretched out over a few hours, and the few times you do chuckle will only punctuate the fact that such moments are few and far between.",5
"Ikenfell is definitely a game worth experiencing if someone appreciates any of its parts. Like RPGs with unusual battle systems? It has that. Love chiptune soundtracks or the music from Steven Universe? Stop on by. Appreciate the idea of a life as a student at a magical academy where things are surprisingly hazardous? This is a good alternative! Not to mention, it’s a very inclusive game that can be comedic, dramatic, and heartfelt. There are some hiccups, sure, but it’s generally satisfying.",7
"We've come to expect a missing coat of polish on film tie-ins, but Iron Man seems to lack even a level of care, resulting in a drab adaptation that sinks well beyond simple mediocrity.",3
"The physics feels smooth and responsive in a way that works for me, and it’s satisfying to launch off a ramp in ball form, transform to shoot an enemy mid-air, transform back to dash into another enemy and then send them off the level in one smooth motion. Because of moments like this, Go Mecha Ball has rolled its way to being one of my favorite games of the year in just a few short hours.",8
"Overall, I really enjoyed the experience in NERF: N-Strike Elite. The game is fun while it lasts and the separate dart gun works well at pestering your friends, co-workers, significant others, pets, siblings, etc.",7
"Ultimately Banana Mania is a lot of fun, and a solid starting point to those new to the series. Long term fans might find the changes to accommodate a wider audience just too bitter a pill to swallow though.",7
"One of the best party games for Kinect, thanks to a very good variety of activities, up to 16 players support, and enteraining use of alternate reality and perfect movement recognition; the Rabbids' scoffing comedy pervading the entire game is just the icing on top.",9
"Everything from the tried and true LEGO gameplay sprinkled with some great new additions, a comedic script, and an entertaining storyline provides a gaming experience suitable for all ages which, in my eyes, makes LEGO City Undercover a must buy for fans of the LEGO franchise and Wii U owners alike.",10
"If you like a deep, interesting story in your RPGs, Valkyria Revolution will deliver. There’s a compelling 70-plus hours of content her that almost justifies its Shakespearean ambitions – despite the slings and arrows of boring combat, and the sound and fury of long cutscenes. If the question is To Play or Not to Play, I would say play, but just be prepared for a few tragic flaws.",7
"I liked After Us in the end, I appreciated the story it told and the imagery it used to tell it (even if most of it was as blunt as blunt gets). However, what could have felt like a two-hour conversation is bloated into a ten-hour lecture series due to overly large worlds with very little to do in them. It seems like there was an internal struggle between ""brevity in storytelling"" or ""filling the world with collectibles,"" though unfortunately, the solution they reached was far from the most efficient. If you can stomach the slog, there's a beautiful, important message to be heard in After Us. Unfortunately, and ironically, it's buried in excess.",6
"The F1 2013 package is extremely slick, whichever mode you play, and all the classic content feels like a labour of love. It's a fitting way to conclude current-gen F1, polishing the contemporary and reflecting on the old before the next-gen version inevitably brings in the new in 2014. It’s a touching ode to an era when Formula One was truly magical.",9
"Technical issues aside, I greatly enjoyed my time in the Heretic Kingdoms. The hack-n-slash combat with puppeteering strategies always felt fresh, the enemies always presented a challenge on the Normal difficulty, and I never got tired of the vast exploration and puzzle solving.",8
"SMAA doesn't aim to do anything particularly novel, preferring to embrace the clone nature of the game and make that aspect as good as it can be. There's no doubt they made the right decision there, as you'll be hard pressed to not enjoy your time with SMAA.",8
"Some aspects of Majora’s Mask haven’t aged quite that well, and one boss fight has been changed dramatically for the worse, but on the whole, Nintendo has done a stellar job updating the quirkiest and most thematically rich Zelda game for newcomers and old fans alike.",9
"Splicing history with Hollywood, Troy is an exciting new take on the Total War formula. Sega's immense strategy series continues to snowball, absorbing and shedding new ideas, somehow keeping momentum despite that core gameplay remaining virtually untouched.",8
"The level designs may lack the intricacy, and consequently the intensity, of the studio's high watermark titles (Ikaruga; Gunstar Heroes) and the constant left-to-right blandness is a possible criticism, but, primarily because of the narrative ingenuity injected into a typically 'action-at-all-costs' genre, Astro Boy still feels like something of a landmark title for the GBA, and for side-scrolling games in general.",8
"For some people, the story will be compelling enough to make it worth playing through the single-player missions once, but the same effect can be comparably achieved by renting ""Goodfellas"" again.",6
"House Flipper seems like a killer idea for a sim game, and while your first few sales deliver some of the before-and-after magic, the game fails to capture the larger remodeling fantasy. Empyrean has been delivering a steady stream of updates and improvements to House Flipper, but it’ll take a lot more elbow grease to get this fixer-upper ready for market.",6
"Lost Records: Bloom & Rage – Tape 1 is everything you’d want from a DON’T NOD game: realistic characters, a gripping journey, and a sci-fi-infused adventure. While it doesn’t break new ground in the genre, it delivers a well-rounded, intriguing story. The first part lays the foundation for multiple compelling narrative threads. With its rich character drama and lingering mysteries, Tape 2’s release on April 15th can’t come soon enough.",8
"A few griefers are a small price to pay, however, for the experience of a well-oiled four-player game of Monaco, and for the assistance this provides toward unlocking the entirety of the second campaign, which, as if channeling The Unusual Suspects, returns you to previous areas, but with an entirely new perspective.",8
"FC 25's gameplay familiarity may trigger initial disappointment, but career mode tweaks and the brilliant Rush mode soon pull you back in for another year. Ultimate Team, meanwhile, remains divisive as ever – but fans of that mode will love its myriad fan-service additions.",8
"Whether or not you fancy yourself a platformer aficionado, Alwa’s Legacy should be on your playlist. It combines retro graphics with modern precision to create a wonderfully engaging experience that strikes a fun balance between platforming and puzzle solving.",8
"The biggest problem with this collection is the interface. How did we play these games back in the day? Dials, trackballs, joysticks, and those arcade micro-switch buttons with that distinctive 'click'. Sure, the game is playable with a mouse and keyboard, but to the people who want this game the most, it isn't the same.",7
"Kung Fu Rabbit is a worthy contender to an afternoon of rabbit leaping, challenging platform action. It looks pretty and handles well but still feels very much like a mobile game at heart.",7
"Starship Troopers Extermination is aimed mainly at the most hardcore fans of the franchise. Those who want arachnid blood in their eyes, and to spit tons of lead on hundreds of creatures simultaneously. On that, no worries, you will have what you are looking for. For the others, however, it is another story. If we will willingly move beyond the visual aspect of the game, obviously below standards, it is difficult to find an excuse when it comes to talking about the ultimately redundant gameplay loop that never surprises us. Not to mention the ambient chaos, messy and unreadable where the competition has managed to make it fun and epic. The idea of having up to 16 players cooperate is fun, but only on paper since in reality, it is hell. On consoles (here the PS5 version) unfortunately it does not even manage to keep up with the framerate when things get worse, which happens... all the time. The end result clearly doesn't live up to expectations, even considering the caliber of the game. This Starship Troopers Extermination even forgot to set the mood outside of the battlefield, which is a shame.",5
"I badly wanted Beyond Eyes to use its attractively whitewashed look and novel, visually limited ideas to tell a much more moving story whose empathetic lessons could’ve stayed with me long after the end credits rolled, but it didn’t.",6
"Loop Hero was a great surprise for me. The idea of a game just going in circles had me hesitant at first. It turned out to be a wonderful little treat. The story and art style are solid and the music is fair, but the meat really lies in the gameplay. The world-building allows you to personalize it, but also to develop your own strategy. It becomes addicting and enticing to anyone. Even someone like me who struggles with in-game strategy began to just stop, think, and develop the plan for a long game even in the first run of a loop. These mechanics are really what help bring the game to a higher level and pull it up than just a normal 16-bit Adventure/RPG game. While a simple concept on the face, Loop Hero has mountains more depth behind it.",9
Maybe it is the nicest city sim but unfortunately it's only the empty shell. Too many design mistakes and an user-unfriendly interface make Cities XL 2012 wasted opportunity. [Dec 2011],5
"Shovel Knight Showdown takes the popular indie platformer series and turns it into a four-player arena battler, with great results. With a large amount of unlockable content, in-game challenges, and solo modes, it's a deceptively robust package that has the potential to be a long-term party staple. Shovel Knight Showdown is great even if you've never played the original games.",9
"Every race has its own narrative, but it doesn’t work like it did in Endless Legends: tasks feel disjointed and random, and there’s no victory by completing the storyline. Procedurally generated quests are even more arbitrary, and Academy storyline can’t quench thirst for good storytelling on its own. [Issue#221, p.90]",7
"Despite its best efforts, developer Platinum Games sometimes gets in the way of its own pace -- especially for those who aren’t into the franchise. However, Rising’s troubles are rarely enough to derail the incredible momentum of an always-entertaining, action-oriented Metal Gear spinoff.",8
"Overall, Ridge Racer Unbounded is a great game with some fairly annoying problems that drag it down. The good news is I think they're all issues that could be addressed with a patch - the bad news is I don't know of one coming out, which means that while this game is worth your time, I don't quite think it's worth full-price in its present state.",8
"This is now the fifth time I have played Xenoblade Chronicles, and I've enjoyed it every time in the same way that I enjoy re-reading a good book. The game's themes, storytelling standards, and tone are all spot on. This is an interesting and fundamentally deep game that highlights the best of what is possible within the JRPG structure. It's a little disappointing that the developers didn't take this opportunity to tackle some of the superfluous stuff that is at odds with the better elements, and I've yet to be won over by the new narrative arc and whether it does anything to actually build on what was already a perfectly dense work. However, the core of the game is that powerful that the main reason to buy into this - that visual re-work - is more than enough to be worthwhile in itself.",9
"And don't try enlisting a few friends for some four-player co-op: it doesn't make the game any more exciting. Sure, having a few friends around makes those hordes disappear a little faster, and there are some extra quests you can take on, but the core experience remains as glacial as ever.",4
"Mario's shouts of excitement are much more subdued than we're used to, and there doesn't seem to be quite the usual level of ambience in general. Some will prefer this, but I didn't.",9
"Overall Fate/Extella is a decent game, the quick and extravagant combat gives the game lashings of style and visual flair. Unfortunately the lack of depth to the combat leads to repetition setting in and the story is definitely not for the uninitiated. This game fits well with the other musou games available for the PlayStation 4, and while it’s not the best one of the bunch it’s decent while it lasts.",6
"High Hell's refreshing honesty and unfamiliar naivete have kept me entertained for at least a few hours...A minimalist, very entertaining and action-packed low budget shooter with the right dose of chaos, humor and madness.",8
"Exploring Warsaw at the onset of the 20th century and its many political and social topics is a fantastic experience. Expect intriguing characters, mature themes, enjoyable exploration and plenty of narrative role-play options. On the negative side, the combat quickly becomes repetitive, and some gameplay mechanics feel undercooked.",8
"Few games in the world are as multilayered in their appeal as Senko no Ronde 2. It’s positively exceptional, melding a fighting game into a 2D shooter then using that as the basis for a visual novel. That story goes on to become the fabric of every mecha fan’s dreams, featuring the best tropes of space operas along alongside more substantial commentary. It’s a pleasant reminder that story-driven games don’t need to rely on the RPG format.",9
"All in all, Onimusha HD is a wonderful return to the first entry in a long and well-loved series. It wouldn’t be a bad thing if Capcom continues to overhaul these PS2 and GameCube era classics.",8
"Metro: Last Light is a good sequel that combines stealth mechanics with classic FPS gunplay versus mutants. Great story, characters and narrative with some issues in Enemy AI reactions and too many scripts. Not ambitious enough as a sequel, but a great and immersive experience.",8
"There are redeeming features, a few nice touches of scripting here and a cool boss there, but generally the fabled shitty-stick of non-touching is going to have to make another one of his increasingly common appearances. [PC Zone]",6
Third part continues where it had ended long time ago – it was sufficiently long ago for Amanita to make completely new and unprecedented features. Just a pity they show their best cards too soon. [Issue#262],8
"It's not just rehash, Ninja-Five-O does have some originality even though it borrows heavily from a variety of platformers. But you can't go wrong when you borrow all the best elements of classic games.",8
"South of Midnight is a pure mid-budget game that doesn't even try to challenge the biggest launches of the first half of the year, but has enough character and charm to provide about ten hours of decent fun.",8
"Saturnalia is an adventure that shows off its Italian roots by creating an intriguing story, although not too original, capable of exploiting Sardinian folklore and a credible setting within a highly inspired sensory frame. It works more on a conceptual and visual level than on a strictly playful one, but it is an imbalance that does not excessively affect the pleasure of the experience.",7
